rideCount,endLoc,dayofweek,hourofday,end_lt,end_lg
8,"-84.2, 33.92",Sunday,2,33.92,-84.2
6,"-84.21, 33.9",Sunday,2,33.9,-84.21
6,"-84.21, 33.93",Sunday,2,33.93,-84.21
10,"-84.21, 33.96",Sunday,2,33.96,-84.21
7,"-84.22, 33.92",Sunday,2,33.92,-84.22
7,"-84.22, 33.93",Sunday,2,33.93,-84.22
7,"-84.23, 33.92",Sunday,2,33.92,-84.23
6,"-84.23, 33.93",Sunday,2,33.93,-84.23
13,"-84.25, 33.94",Sunday,2,33.94,-84.25
10,"-84.25, 33.95",Sunday,2,33.95,-84.25
11,"-84.26, 33.94",Sunday,2,33.94,-84.26
9,"-84.26, 33.95",Sunday,2,33.95,-84.26
5,"-84.27, 33.92",Sunday,2,33.92,-84.27
9,"-84.27, 33.93",Sunday,2,33.93,-84.27
6,"-84.28, 33.9",Sunday,2,33.9,-84.28
8,"-84.16, 33.9",Sunday,3,33.9,-84.16
5,"-84.19, 33.91",Sunday,3,33.91,-84.19
5,"-84.2, 33.92",Sunday,3,33.92,-84.2
5,"-84.21, 33.89",Sunday,3,33.89,-84.21
12,"-84.21, 33.9",Sunday,3,33.9,-84.21
5,"-84.21, 33.94",Sunday,3,33.94,-84.21
8,"-84.21, 33.96",Sunday,3,33.96,-84.21
5,"-84.22, 33.92",Sunday,3,33.92,-84.22
9,"-84.22, 33.93",Sunday,3,33.93,-84.22
7,"-84.24, 33.94",Sunday,3,33.94,-84.24
12,"-84.25, 33.94",Sunday,3,33.94,-84.25
13,"-84.26, 33.94",Sunday,3,33.94,-84.26
11,"-84.26, 33.95",Sunday,3,33.95,-84.26
5,"-84.28, 33.9",Sunday,3,33.9,-84.28
5,"-84.12, 33.91",Sunday,4,33.91,-84.12
10,"-84.19, 33.91",Sunday,4,33.91,-84.19
11,"-84.19, 33.94",Sunday,4,33.94,-84.19
11,"-84.21, 33.96",Sunday,4,33.96,-84.21
10,"-84.22, 33.93",Sunday,4,33.93,-84.22
7,"-84.25, 33.94",Sunday,4,33.94,-84.25
7,"-84.25, 33.95",Sunday,4,33.95,-84.25
5,"-84.26, 33.94",Sunday,4,33.94,-84.26
5,"-84.26, 33.95",Sunday,4,33.95,-84.26
5,"-84.27, 33.93",Sunday,4,33.93,-84.27
5,"-84.19, 33.91",Sunday,5,33.91,-84.19
6,"-84.2, 33.92",Sunday,5,33.92,-84.2
9,"-84.21, 33.96",Sunday,5,33.96,-84.21
7,"-84.23, 33.92",Sunday,5,33.92,-84.23
5,"-84.24, 33.92",Sunday,5,33.92,-84.24
6,"-84.25, 33.95",Sunday,5,33.95,-84.25
5,"-84.21, 33.96",Sunday,6,33.96,-84.21
5,"-84.25, 33.95",Sunday,6,33.95,-84.25
5,"-84.26, 33.95",Sunday,6,33.95,-84.26
6,"-84.2, 33.92",Sunday,7,33.92,-84.2
5,"-84.21, 33.91",Sunday,7,33.91,-84.21
6,"-84.25, 33.9",Sunday,7,33.9,-84.25
8,"-84.25, 33.95",Sunday,8,33.95,-84.25
7,"-84.13, 33.96",Sunday,9,33.96,-84.13
7,"-84.13, 33.96",Sunday,10,33.96,-84.13
5,"-84.21, 33.94",Sunday,10,33.94,-84.21
5,"-84.22, 33.97",Sunday,10,33.97,-84.22
8,"-84.28, 33.9",Sunday,10,33.9,-84.28
5,"-84.13, 33.96",Sunday,11,33.96,-84.13
7,"-84.18, 33.96",Sunday,11,33.96,-84.18
6,"-84.21, 33.94",Sunday,11,33.94,-84.21
8,"-84.21, 33.96",Sunday,11,33.96,-84.21
9,"-84.22, 33.92",Sunday,11,33.92,-84.22
6,"-84.22, 33.97",Sunday,11,33.97,-84.22
13,"-84.22, 33.98",Sunday,11,33.98,-84.22
5,"-84.23, 33.97",Sunday,11,33.97,-84.23
5,"-84.24, 33.95",Sunday,11,33.95,-84.24
6,"-84.28, 33.9",Sunday,11,33.9,-84.28
5,"-84.17, 34.06",Sunday,12,34.06,-84.17
7,"-84.18, 33.96",Sunday,12,33.96,-84.18
5,"-84.21, 33.9",Sunday,12,33.9,-84.21
9,"-84.22, 33.92",Sunday,12,33.92,-84.22
19,"-84.22, 33.97",Sunday,12,33.97,-84.22
10,"-84.22, 33.98",Sunday,12,33.98,-84.22
8,"-84.23, 33.94",Sunday,12,33.94,-84.23
6,"-84.24, 33.94",Sunday,12,33.94,-84.24
14,"-84.25, 33.94",Sunday,12,33.94,-84.25
5,"-84.28, 33.9",Sunday,12,33.9,-84.28
6,"-84.19, 33.93",Sunday,13,33.93,-84.19
7,"-84.21, 33.9",Sunday,13,33.9,-84.21
5,"-84.21, 33.96",Sunday,13,33.96,-84.21
8,"-84.22, 33.97",Sunday,13,33.97,-84.22
5,"-84.22, 33.98",Sunday,13,33.98,-84.22
5,"-84.23, 33.95",Sunday,13,33.95,-84.23
15,"-84.24, 33.95",Sunday,13,33.95,-84.24
27,"-84.25, 33.94",Sunday,13,33.94,-84.25
12,"-84.26, 33.94",Sunday,13,33.94,-84.26
7,"-84.26, 33.96",Sunday,13,33.96,-84.26
5,"-84.27, 33.93",Sunday,13,33.93,-84.27
8,"-84.28, 33.9",Sunday,13,33.9,-84.28
16,"-84.22, 33.97",Sunday,14,33.97,-84.22
18,"-84.24, 33.95",Sunday,14,33.95,-84.24
18,"-84.25, 33.94",Sunday,14,33.94,-84.25
6,"-84.26, 33.93",Sunday,14,33.93,-84.26
6,"-84.26, 33.95",Sunday,14,33.95,-84.26
6,"-84.27, 33.93",Sunday,14,33.93,-84.27
6,"-84.28, 33.9",Sunday,14,33.9,-84.28
5,"-84.15, 33.95",Sunday,15,33.95,-84.15
5,"-84.2, 33.89",Sunday,15,33.89,-84.2
5,"-84.2, 33.91",Sunday,15,33.91,-84.2
6,"-84.21, 33.9",Sunday,15,33.9,-84.21
6,"-84.21, 33.93",Sunday,15,33.93,-84.21
7,"-84.21, 33.94",Sunday,15,33.94,-84.21
7,"-84.21, 33.96",Sunday,15,33.96,-84.21
9,"-84.22, 33.93",Sunday,15,33.93,-84.22
9,"-84.22, 33.97",Sunday,15,33.97,-84.22
5,"-84.23, 33.93",Sunday,15,33.93,-84.23
7,"-84.24, 33.95",Sunday,15,33.95,-84.24
18,"-84.25, 33.94",Sunday,15,33.94,-84.25
6,"-84.26, 33.94",Sunday,15,33.94,-84.26
5,"-84.26, 33.95",Sunday,15,33.95,-84.26
7,"-84.26, 33.96",Sunday,15,33.96,-84.26
6,"-84.27, 33.93",Sunday,15,33.93,-84.27
6,"-84.28, 33.9",Sunday,15,33.9,-84.28
7,"-84.14, 34.02",Sunday,16,34.02,-84.14
5,"-84.17, 33.91",Sunday,16,33.91,-84.17
10,"-84.2, 33.92",Sunday,16,33.92,-84.2
5,"-84.21, 33.91",Sunday,16,33.91,-84.21
5,"-84.21, 33.94",Sunday,16,33.94,-84.21
7,"-84.21, 33.96",Sunday,16,33.96,-84.21
6,"-84.22, 33.92",Sunday,16,33.92,-84.22
7,"-84.22, 33.97",Sunday,16,33.97,-84.22
6,"-84.23, 33.93",Sunday,16,33.93,-84.23
6,"-84.24, 33.95",Sunday,16,33.95,-84.24
31,"-84.25, 33.94",Sunday,16,33.94,-84.25
9,"-84.25, 33.95",Sunday,16,33.95,-84.25
6,"-84.26, 33.94",Sunday,16,33.94,-84.26
8,"-84.26, 33.95",Sunday,16,33.95,-84.26
8,"-84.26, 33.96",Sunday,16,33.96,-84.26
6,"-84.27, 33.93",Sunday,16,33.93,-84.27
7,"-84.28, 33.9",Sunday,16,33.9,-84.28
6,"-84.31, 33.89",Sunday,16,33.89,-84.31
6,"-84.13, 33.96",Sunday,17,33.96,-84.13
8,"-84.18, 33.92",Sunday,17,33.92,-84.18
5,"-84.21, 33.9",Sunday,17,33.9,-84.21
6,"-84.21, 33.96",Sunday,17,33.96,-84.21
5,"-84.23, 33.93",Sunday,17,33.93,-84.23
8,"-84.24, 33.95",Sunday,17,33.95,-84.24
28,"-84.25, 33.94",Sunday,17,33.94,-84.25
8,"-84.25, 33.95",Sunday,17,33.95,-84.25
8,"-84.26, 33.95",Sunday,17,33.95,-84.26
6,"-84.26, 33.96",Sunday,17,33.96,-84.26
6,"-84.27, 33.93",Sunday,17,33.93,-84.27
6,"-84.31, 33.89",Sunday,17,33.89,-84.31
6,"-84.19, 33.93",Sunday,18,33.93,-84.19
5,"-84.2, 33.92",Sunday,18,33.92,-84.2
5,"-84.21, 33.9",Sunday,18,33.9,-84.21
7,"-84.21, 33.91",Sunday,18,33.91,-84.21
7,"-84.22, 33.93",Sunday,18,33.93,-84.22
5,"-84.22, 33.98",Sunday,18,33.98,-84.22
6,"-84.24, 33.92",Sunday,18,33.92,-84.24
20,"-84.24, 33.95",Sunday,18,33.95,-84.24
25,"-84.25, 33.94",Sunday,18,33.94,-84.25
12,"-84.25, 33.95",Sunday,18,33.95,-84.25
7,"-84.26, 33.94",Sunday,18,33.94,-84.26
9,"-84.26, 33.95",Sunday,18,33.95,-84.26
6,"-84.26, 33.96",Sunday,18,33.96,-84.26
5,"-84.15, 33.95",Sunday,19,33.95,-84.15
7,"-84.18, 33.92",Sunday,19,33.92,-84.18
6,"-84.2, 33.89",Sunday,19,33.89,-84.2
5,"-84.2, 33.92",Sunday,19,33.92,-84.2
7,"-84.21, 33.9",Sunday,19,33.9,-84.21
11,"-84.21, 33.96",Sunday,19,33.96,-84.21
11,"-84.22, 33.92",Sunday,19,33.92,-84.22
7,"-84.22, 33.97",Sunday,19,33.97,-84.22
5,"-84.22, 33.98",Sunday,19,33.98,-84.22
11,"-84.24, 33.94",Sunday,19,33.94,-84.24
10,"-84.24, 33.95",Sunday,19,33.95,-84.24
5,"-84.25, 33.93",Sunday,19,33.93,-84.25
19,"-84.25, 33.94",Sunday,19,33.94,-84.25
12,"-84.25, 33.95",Sunday,19,33.95,-84.25
12,"-84.26, 33.95",Sunday,19,33.95,-84.26
5,"-84.26, 33.96",Sunday,19,33.96,-84.26
7,"-84.27, 33.92",Sunday,19,33.92,-84.27
7,"-84.27, 33.93",Sunday,19,33.93,-84.27
6,"-84.12, 33.94",Sunday,20,33.94,-84.12
7,"-84.14, 33.95",Sunday,20,33.95,-84.14
5,"-84.19, 33.93",Sunday,20,33.93,-84.19
5,"-84.2, 33.93",Sunday,20,33.93,-84.2
6,"-84.21, 33.91",Sunday,20,33.91,-84.21
6,"-84.21, 33.93",Sunday,20,33.93,-84.21
7,"-84.21, 33.96",Sunday,20,33.96,-84.21
5,"-84.24, 33.94",Sunday,20,33.94,-84.24
9,"-84.24, 33.95",Sunday,20,33.95,-84.24
21,"-84.25, 33.94",Sunday,20,33.94,-84.25
10,"-84.25, 33.95",Sunday,20,33.95,-84.25
12,"-84.26, 33.94",Sunday,20,33.94,-84.26
5,"-84.26, 33.95",Sunday,20,33.95,-84.26
6,"-84.27, 33.93",Sunday,20,33.93,-84.27
6,"-84.14, 33.95",Sunday,21,33.95,-84.14
6,"-84.15, 33.99",Sunday,21,33.99,-84.15
5,"-84.18, 33.92",Sunday,21,33.92,-84.18
5,"-84.18, 33.93",Sunday,21,33.93,-84.18
6,"-84.2, 33.92",Sunday,21,33.92,-84.2
10,"-84.2, 33.93",Sunday,21,33.93,-84.2
7,"-84.21, 33.9",Sunday,21,33.9,-84.21
6,"-84.21, 33.91",Sunday,21,33.91,-84.21
5,"-84.21, 33.93",Sunday,21,33.93,-84.21
7,"-84.21, 33.94",Sunday,21,33.94,-84.21
7,"-84.24, 33.94",Sunday,21,33.94,-84.24
8,"-84.24, 33.95",Sunday,21,33.95,-84.24
25,"-84.25, 33.94",Sunday,21,33.94,-84.25
6,"-84.25, 33.95",Sunday,21,33.95,-84.25
9,"-84.26, 33.93",Sunday,21,33.93,-84.26
9,"-84.26, 33.94",Sunday,21,33.94,-84.26
13,"-84.26, 33.95",Sunday,21,33.95,-84.26
10,"-84.27, 33.93",Sunday,21,33.93,-84.27
8,"-84.28, 33.9",Sunday,21,33.9,-84.28
6,"-84.15, 33.95",Sunday,22,33.95,-84.15
9,"-84.16, 33.94",Sunday,22,33.94,-84.16
6,"-84.19, 33.93",Sunday,22,33.93,-84.19
9,"-84.2, 33.92",Sunday,22,33.92,-84.2
6,"-84.21, 33.9",Sunday,22,33.9,-84.21
12,"-84.21, 33.96",Sunday,22,33.96,-84.21
5,"-84.22, 33.92",Sunday,22,33.92,-84.22
5,"-84.24, 33.94",Sunday,22,33.94,-84.24
24,"-84.25, 33.94",Sunday,22,33.94,-84.25
8,"-84.25, 33.95",Sunday,22,33.95,-84.25
6,"-84.26, 33.93",Sunday,22,33.93,-84.26
13,"-84.26, 33.94",Sunday,22,33.94,-84.26
8,"-84.26, 33.95",Sunday,22,33.95,-84.26
7,"-84.27, 33.92",Sunday,22,33.92,-84.27
11,"-84.27, 33.93",Sunday,22,33.93,-84.27
6,"-84.27, 33.94",Sunday,22,33.94,-84.27
5,"-84.12, 33.9",Sunday,23,33.9,-84.12
8,"-84.17, 33.91",Sunday,23,33.91,-84.17
7,"-84.2, 33.92",Sunday,23,33.92,-84.2
5,"-84.2, 33.94",Sunday,23,33.94,-84.2
9,"-84.21, 33.96",Sunday,23,33.96,-84.21
9,"-84.21, 33.97",Sunday,23,33.97,-84.21
6,"-84.23, 33.92",Sunday,23,33.92,-84.23
9,"-84.23, 33.94",Sunday,23,33.94,-84.23
8,"-84.24, 33.94",Sunday,23,33.94,-84.24
5,"-84.24, 33.95",Sunday,23,33.95,-84.24
25,"-84.25, 33.94",Sunday,23,33.94,-84.25
15,"-84.25, 33.95",Sunday,23,33.95,-84.25
9,"-84.26, 33.94",Sunday,23,33.94,-84.26
12,"-84.26, 33.95",Sunday,23,33.95,-84.26
9,"-84.26, 33.96",Sunday,23,33.96,-84.26
5,"-84.27, 33.92",Sunday,23,33.92,-84.27
5,"-84.14, 33.95",Thursday,0,33.95,-84.14
5,"-84.18, 33.92",Thursday,0,33.92,-84.18
5,"-84.19, 33.93",Thursday,0,33.93,-84.19
5,"-84.2, 33.92",Thursday,0,33.92,-84.2
7,"-84.21, 33.9",Thursday,0,33.9,-84.21
6,"-84.21, 33.94",Thursday,0,33.94,-84.21
15,"-84.21, 33.96",Thursday,0,33.96,-84.21
5,"-84.22, 33.92",Thursday,0,33.92,-84.22
7,"-84.24, 33.95",Thursday,0,33.95,-84.24
14,"-84.25, 33.94",Thursday,0,33.94,-84.25
8,"-84.25, 33.95",Thursday,0,33.95,-84.25
11,"-84.26, 33.94",Thursday,0,33.94,-84.26
7,"-84.26, 33.95",Thursday,0,33.95,-84.26
9,"-84.28, 33.9",Thursday,0,33.9,-84.28
5,"-84.21, 33.95",Thursday,1,33.95,-84.21
19,"-84.21, 33.96",Thursday,1,33.96,-84.21
7,"-84.22, 33.92",Thursday,1,33.92,-84.22
7,"-84.23, 33.94",Thursday,1,33.94,-84.23
5,"-84.24, 33.95",Thursday,1,33.95,-84.24
18,"-84.25, 33.94",Thursday,1,33.94,-84.25
8,"-84.26, 33.95",Thursday,1,33.95,-84.26
8,"-84.28, 33.9",Thursday,1,33.9,-84.28
6,"-84.2, 33.92",Thursday,2,33.92,-84.2
7,"-84.21, 33.93",Thursday,2,33.93,-84.21
16,"-84.21, 33.96",Thursday,2,33.96,-84.21
6,"-84.22, 33.92",Thursday,2,33.92,-84.22
5,"-84.23, 33.94",Thursday,2,33.94,-84.23
6,"-84.24, 33.94",Thursday,2,33.94,-84.24
5,"-84.25, 33.94",Thursday,2,33.94,-84.25
17,"-84.25, 33.95",Thursday,2,33.95,-84.25
8,"-84.26, 33.94",Thursday,2,33.94,-84.26
7,"-84.26, 33.95",Thursday,2,33.95,-84.26
13,"-84.28, 33.9",Thursday,2,33.9,-84.28
12,"-84.19, 33.91",Thursday,3,33.91,-84.19
6,"-84.2, 33.92",Thursday,3,33.92,-84.2
5,"-84.21, 33.91",Thursday,3,33.91,-84.21
14,"-84.21, 33.96",Thursday,3,33.96,-84.21
5,"-84.24, 33.94",Thursday,3,33.94,-84.24
5,"-84.25, 33.94",Thursday,3,33.94,-84.25
7,"-84.26, 33.94",Thursday,3,33.94,-84.26
7,"-84.27, 33.93",Thursday,3,33.93,-84.27
8,"-84.21, 33.96",Thursday,4,33.96,-84.21
6,"-84.22, 33.92",Thursday,4,33.92,-84.22
7,"-84.25, 33.94",Thursday,4,33.94,-84.25
5,"-84.26, 33.94",Thursday,4,33.94,-84.26
6,"-84.14, 34.0",Thursday,5,34.0,-84.14
5,"-84.22, 33.89",Thursday,5,33.89,-84.22
6,"-84.24, 33.94",Thursday,5,33.94,-84.24
6,"-84.26, 33.95",Thursday,5,33.95,-84.26
5,"-84.19, 33.91",Thursday,6,33.91,-84.19
5,"-84.2, 33.92",Thursday,6,33.92,-84.2
6,"-84.22, 33.91",Thursday,7,33.91,-84.22
6,"-84.24, 33.94",Thursday,7,33.94,-84.24
7,"-84.18, 33.92",Thursday,8,33.92,-84.18
5,"-84.2, 33.92",Thursday,8,33.92,-84.2
5,"-84.22, 33.91",Thursday,8,33.91,-84.22
5,"-84.18, 33.92",Thursday,9,33.92,-84.18
10,"-84.28, 33.9",Thursday,9,33.9,-84.28
5,"-84.17, 33.98",Thursday,10,33.98,-84.17
7,"-84.22, 33.93",Thursday,10,33.93,-84.22
5,"-84.23, 33.93",Thursday,10,33.93,-84.23
9,"-84.25, 33.94",Thursday,10,33.94,-84.25
10,"-84.28, 33.9",Thursday,10,33.9,-84.28
15,"-84.06, 33.95",Thursday,11,33.95,-84.06
7,"-84.16, 33.97",Thursday,11,33.97,-84.16
5,"-84.18, 33.96",Thursday,11,33.96,-84.18
10,"-84.21, 33.94",Thursday,11,33.94,-84.21
7,"-84.21, 33.96",Thursday,11,33.96,-84.21
8,"-84.22, 33.92",Thursday,11,33.92,-84.22
7,"-84.22, 33.96",Thursday,11,33.96,-84.22
6,"-84.22, 33.97",Thursday,11,33.97,-84.22
6,"-84.23, 33.93",Thursday,11,33.93,-84.23
13,"-84.23, 33.94",Thursday,11,33.94,-84.23
9,"-84.24, 33.95",Thursday,11,33.95,-84.24
8,"-84.25, 33.95",Thursday,11,33.95,-84.25
6,"-84.26, 33.94",Thursday,11,33.94,-84.26
5,"-84.26, 33.95",Thursday,11,33.95,-84.26
14,"-84.28, 33.9",Thursday,11,33.9,-84.28
9,"-84.15, 34.0",Thursday,12,34.0,-84.15
9,"-84.22, 33.92",Thursday,12,33.92,-84.22
9,"-84.22, 33.96",Thursday,12,33.96,-84.22
6,"-84.23, 33.94",Thursday,12,33.94,-84.23
6,"-84.24, 33.94",Thursday,12,33.94,-84.24
6,"-84.24, 33.95",Thursday,12,33.95,-84.24
9,"-84.25, 33.94",Thursday,12,33.94,-84.25
5,"-84.26, 33.96",Thursday,12,33.96,-84.26
5,"-84.54, 33.89",Thursday,12,33.89,-84.54
6,"-84.19, 33.97",Thursday,13,33.97,-84.19
6,"-84.19, 34.01",Thursday,13,34.01,-84.19
6,"-84.2, 33.89",Thursday,13,33.89,-84.2
7,"-84.21, 33.94",Thursday,13,33.94,-84.21
5,"-84.21, 33.96",Thursday,13,33.96,-84.21
11,"-84.22, 33.91",Thursday,13,33.91,-84.22
5,"-84.22, 33.92",Thursday,13,33.92,-84.22
10,"-84.22, 33.97",Thursday,13,33.97,-84.22
6,"-84.22, 33.98",Thursday,13,33.98,-84.22
5,"-84.24, 33.94",Thursday,13,33.94,-84.24
23,"-84.24, 33.95",Thursday,13,33.95,-84.24
19,"-84.25, 33.94",Thursday,13,33.94,-84.25
10,"-84.25, 33.95",Thursday,13,33.95,-84.25
6,"-84.26, 33.93",Thursday,13,33.93,-84.26
5,"-84.26, 33.95",Thursday,13,33.95,-84.26
11,"-84.26, 33.96",Thursday,13,33.96,-84.26
6,"-84.27, 33.93",Thursday,13,33.93,-84.27
5,"-84.28, 33.94",Thursday,13,33.94,-84.28
5,"-84.13, 33.94",Thursday,14,33.94,-84.13
7,"-84.14, 33.95",Thursday,14,33.95,-84.14
12,"-84.18, 33.92",Thursday,14,33.92,-84.18
5,"-84.19, 33.97",Thursday,14,33.97,-84.19
10,"-84.2, 33.89",Thursday,14,33.89,-84.2
8,"-84.22, 33.91",Thursday,14,33.91,-84.22
5,"-84.22, 33.96",Thursday,14,33.96,-84.22
20,"-84.22, 33.97",Thursday,14,33.97,-84.22
5,"-84.23, 33.93",Thursday,14,33.93,-84.23
7,"-84.24, 33.94",Thursday,14,33.94,-84.24
19,"-84.24, 33.95",Thursday,14,33.95,-84.24
15,"-84.25, 33.94",Thursday,14,33.94,-84.25
10,"-84.25, 33.95",Thursday,14,33.95,-84.25
10,"-84.26, 33.96",Thursday,14,33.96,-84.26
7,"-84.27, 33.93",Thursday,14,33.93,-84.27
10,"-84.28, 33.9",Thursday,14,33.9,-84.28
5,"-84.28, 33.98",Thursday,14,33.98,-84.28
5,"-84.13, 33.96",Thursday,15,33.96,-84.13
7,"-84.18, 33.92",Thursday,15,33.92,-84.18
5,"-84.18, 33.93",Thursday,15,33.93,-84.18
9,"-84.21, 33.94",Thursday,15,33.94,-84.21
5,"-84.22, 33.91",Thursday,15,33.91,-84.22
9,"-84.22, 33.97",Thursday,15,33.97,-84.22
5,"-84.23, 33.93",Thursday,15,33.93,-84.23
5,"-84.24, 33.94",Thursday,15,33.94,-84.24
10,"-84.24, 33.95",Thursday,15,33.95,-84.24
15,"-84.25, 33.94",Thursday,15,33.94,-84.25
8,"-84.25, 33.95",Thursday,15,33.95,-84.25
14,"-84.26, 33.93",Thursday,15,33.93,-84.26
9,"-84.26, 33.96",Thursday,15,33.96,-84.26
5,"-84.34, 33.92",Thursday,15,33.92,-84.34
6,"-84.21, 33.9",Thursday,16,33.9,-84.21
5,"-84.21, 33.96",Thursday,16,33.96,-84.21
11,"-84.23, 33.93",Thursday,16,33.93,-84.23
6,"-84.24, 33.94",Thursday,16,33.94,-84.24
5,"-84.24, 33.95",Thursday,16,33.95,-84.24
15,"-84.25, 33.94",Thursday,16,33.94,-84.25
12,"-84.25, 33.95",Thursday,16,33.95,-84.25
5,"-84.26, 33.94",Thursday,16,33.94,-84.26
10,"-84.26, 33.95",Thursday,16,33.95,-84.26
5,"-84.16, 33.97",Thursday,17,33.97,-84.16
6,"-84.18, 33.92",Thursday,17,33.92,-84.18
6,"-84.21, 33.9",Thursday,17,33.9,-84.21
19,"-84.21, 33.96",Thursday,17,33.96,-84.21
5,"-84.22, 33.91",Thursday,17,33.91,-84.22
7,"-84.22, 33.93",Thursday,17,33.93,-84.22
11,"-84.23, 33.93",Thursday,17,33.93,-84.23
7,"-84.24, 33.94",Thursday,17,33.94,-84.24
13,"-84.24, 33.95",Thursday,17,33.95,-84.24
19,"-84.25, 33.94",Thursday,17,33.94,-84.25
8,"-84.25, 33.95",Thursday,17,33.95,-84.25
9,"-84.26, 33.94",Thursday,17,33.94,-84.26
6,"-84.26, 33.95",Thursday,17,33.95,-84.26
6,"-84.27, 33.93",Thursday,17,33.93,-84.27
6,"-84.27, 33.96",Thursday,17,33.96,-84.27
7,"-84.28, 33.9",Thursday,17,33.9,-84.28
9,"-84.14, 34.02",Thursday,18,34.02,-84.14
5,"-84.19, 33.93",Thursday,18,33.93,-84.19
6,"-84.21, 33.9",Thursday,18,33.9,-84.21
5,"-84.21, 33.91",Thursday,18,33.91,-84.21
5,"-84.21, 33.95",Thursday,18,33.95,-84.21
6,"-84.22, 33.93",Thursday,18,33.93,-84.22
5,"-84.22, 33.96",Thursday,18,33.96,-84.22
6,"-84.23, 33.93",Thursday,18,33.93,-84.23
6,"-84.24, 33.94",Thursday,18,33.94,-84.24
7,"-84.24, 33.95",Thursday,18,33.95,-84.24
33,"-84.25, 33.94",Thursday,18,33.94,-84.25
7,"-84.25, 33.95",Thursday,18,33.95,-84.25
9,"-84.26, 33.93",Thursday,18,33.93,-84.26
8,"-84.26, 33.94",Thursday,18,33.94,-84.26
20,"-84.26, 33.95",Thursday,18,33.95,-84.26
10,"-84.26, 33.96",Thursday,18,33.96,-84.26
5,"-84.27, 33.93",Thursday,18,33.93,-84.27
5,"-84.12, 33.94",Thursday,19,33.94,-84.12
5,"-84.14, 34.02",Thursday,19,34.02,-84.14
7,"-84.17, 34.0",Thursday,19,34.0,-84.17
5,"-84.18, 33.92",Thursday,19,33.92,-84.18
5,"-84.2, 33.93",Thursday,19,33.93,-84.2
5,"-84.2, 34.02",Thursday,19,34.02,-84.2
10,"-84.21, 33.94",Thursday,19,33.94,-84.21
14,"-84.21, 33.96",Thursday,19,33.96,-84.21
10,"-84.22, 33.97",Thursday,19,33.97,-84.22
7,"-84.24, 33.92",Thursday,19,33.92,-84.24
5,"-84.24, 33.94",Thursday,19,33.94,-84.24
16,"-84.24, 33.95",Thursday,19,33.95,-84.24
25,"-84.25, 33.94",Thursday,19,33.94,-84.25
16,"-84.25, 33.95",Thursday,19,33.95,-84.25
13,"-84.26, 33.94",Thursday,19,33.94,-84.26
19,"-84.26, 33.95",Thursday,19,33.95,-84.26
9,"-84.26, 33.96",Thursday,19,33.96,-84.26
5,"-84.27, 33.92",Thursday,19,33.92,-84.27
5,"-84.06, 33.94",Thursday,20,33.94,-84.06
6,"-84.12, 33.94",Thursday,20,33.94,-84.12
5,"-84.17, 33.93",Thursday,20,33.93,-84.17
5,"-84.17, 33.99",Thursday,20,33.99,-84.17
5,"-84.18, 33.92",Thursday,20,33.92,-84.18
5,"-84.19, 33.93",Thursday,20,33.93,-84.19
6,"-84.2, 33.92",Thursday,20,33.92,-84.2
9,"-84.21, 33.9",Thursday,20,33.9,-84.21
7,"-84.21, 33.94",Thursday,20,33.94,-84.21
9,"-84.21, 33.96",Thursday,20,33.96,-84.21
10,"-84.22, 33.91",Thursday,20,33.91,-84.22
9,"-84.22, 33.92",Thursday,20,33.92,-84.22
8,"-84.22, 33.97",Thursday,20,33.97,-84.22
11,"-84.24, 33.94",Thursday,20,33.94,-84.24
21,"-84.24, 33.95",Thursday,20,33.95,-84.24
27,"-84.25, 33.94",Thursday,20,33.94,-84.25
14,"-84.25, 33.95",Thursday,20,33.95,-84.25
8,"-84.26, 33.94",Thursday,20,33.94,-84.26
14,"-84.26, 33.95",Thursday,20,33.95,-84.26
12,"-84.26, 33.96",Thursday,20,33.96,-84.26
5,"-84.34, 33.89",Thursday,20,33.89,-84.34
6,"-84.15, 33.94",Thursday,21,33.94,-84.15
7,"-84.17, 33.91",Thursday,21,33.91,-84.17
10,"-84.2, 33.92",Thursday,21,33.92,-84.2
6,"-84.2, 33.93",Thursday,21,33.93,-84.2
12,"-84.21, 33.9",Thursday,21,33.9,-84.21
5,"-84.21, 33.95",Thursday,21,33.95,-84.21
7,"-84.22, 33.91",Thursday,21,33.91,-84.22
7,"-84.22, 33.92",Thursday,21,33.92,-84.22
15,"-84.24, 33.94",Thursday,21,33.94,-84.24
7,"-84.24, 33.95",Thursday,21,33.95,-84.24
22,"-84.25, 33.94",Thursday,21,33.94,-84.25
13,"-84.25, 33.95",Thursday,21,33.95,-84.25
6,"-84.26, 33.94",Thursday,21,33.94,-84.26
12,"-84.26, 33.95",Thursday,21,33.95,-84.26
5,"-84.26, 33.96",Thursday,21,33.96,-84.26
5,"-84.27, 33.93",Thursday,21,33.93,-84.27
14,"-84.17, 33.99",Thursday,22,33.99,-84.17
6,"-84.2, 33.93",Thursday,22,33.93,-84.2
6,"-84.21, 33.9",Thursday,22,33.9,-84.21
15,"-84.21, 33.96",Thursday,22,33.96,-84.21
6,"-84.22, 33.91",Thursday,22,33.91,-84.22
8,"-84.24, 33.94",Thursday,22,33.94,-84.24
13,"-84.24, 33.95",Thursday,22,33.95,-84.24
24,"-84.25, 33.94",Thursday,22,33.94,-84.25
11,"-84.25, 33.95",Thursday,22,33.95,-84.25
