rideCount,loc,dayofweek,hourofday,lt,lg,condition
5,"-84.56, 33.88",Friday,0,33.88,-84.56,start
5,"-84.56, 33.88",Friday,0,33.88,-84.56,start
5,"-84.56, 33.88",Friday,0,33.88,-84.56,start
5,"-84.56, 33.88",Friday,0,33.88,-84.56,start
5,"-84.56, 33.88",Friday,0,33.88,-84.56,start
5,"-84.28, 33.9",Friday,0,33.9,-84.28,start
5,"-84.28, 33.9",Friday,0,33.9,-84.28,start
5,"-84.28, 33.9",Friday,0,33.9,-84.28,start
5,"-84.28, 33.9",Friday,0,33.9,-84.28,start
5,"-84.28, 33.9",Friday,0,33.9,-84.28,start
6,"-84.26, 33.94",Friday,0,33.94,-84.26,start
6,"-84.26, 33.94",Friday,0,33.94,-84.26,start
6,"-84.26, 33.94",Friday,0,33.94,-84.26,start
6,"-84.26, 33.94",Friday,0,33.94,-84.26,start
6,"-84.26, 33.94",Friday,0,33.94,-84.26,start
6,"-84.26, 33.94",Friday,0,33.94,-84.26,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
17,"-84.25, 33.94",Friday,0,33.94,-84.25,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
8,"-84.24, 33.96",Friday,0,33.96,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
24,"-84.24, 33.95",Friday,0,33.95,-84.24,start
5,"-84.24, 33.94",Friday,0,33.94,-84.24,start
5,"-84.24, 33.94",Friday,0,33.94,-84.24,start
5,"-84.24, 33.94",Friday,0,33.94,-84.24,start
5,"-84.24, 33.94",Friday,0,33.94,-84.24,start
5,"-84.24, 33.94",Friday,0,33.94,-84.24,start
6,"-84.23, 33.94",Friday,0,33.94,-84.23,start
6,"-84.23, 33.94",Friday,0,33.94,-84.23,start
6,"-84.23, 33.94",Friday,0,33.94,-84.23,start
6,"-84.23, 33.94",Friday,0,33.94,-84.23,start
6,"-84.23, 33.94",Friday,0,33.94,-84.23,start
6,"-84.23, 33.94",Friday,0,33.94,-84.23,start
5,"-84.23, 33.93",Friday,0,33.93,-84.23,start
5,"-84.23, 33.93",Friday,0,33.93,-84.23,start
5,"-84.23, 33.93",Friday,0,33.93,-84.23,start
5,"-84.23, 33.93",Friday,0,33.93,-84.23,start
5,"-84.23, 33.93",Friday,0,33.93,-84.23,start
6,"-84.22, 33.97",Friday,0,33.97,-84.22,start
6,"-84.22, 33.97",Friday,0,33.97,-84.22,start
6,"-84.22, 33.97",Friday,0,33.97,-84.22,start
6,"-84.22, 33.97",Friday,0,33.97,-84.22,start
6,"-84.22, 33.97",Friday,0,33.97,-84.22,start
6,"-84.22, 33.97",Friday,0,33.97,-84.22,start
6,"-84.22, 33.93",Friday,0,33.93,-84.22,start
6,"-84.22, 33.93",Friday,0,33.93,-84.22,start
6,"-84.22, 33.93",Friday,0,33.93,-84.22,start
6,"-84.22, 33.93",Friday,0,33.93,-84.22,start
6,"-84.22, 33.93",Friday,0,33.93,-84.22,start
6,"-84.22, 33.93",Friday,0,33.93,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
10,"-84.22, 33.92",Friday,0,33.92,-84.22,start
7,"-84.21, 33.96",Friday,0,33.96,-84.21,start
7,"-84.21, 33.96",Friday,0,33.96,-84.21,start
7,"-84.21, 33.96",Friday,0,33.96,-84.21,start
7,"-84.21, 33.96",Friday,0,33.96,-84.21,start
7,"-84.21, 33.96",Friday,0,33.96,-84.21,start
7,"-84.21, 33.96",Friday,0,33.96,-84.21,start
7,"-84.21, 33.96",Friday,0,33.96,-84.21,start
5,"-84.21, 33.94",Friday,0,33.94,-84.21,start
5,"-84.21, 33.94",Friday,0,33.94,-84.21,start
5,"-84.21, 33.94",Friday,0,33.94,-84.21,start
5,"-84.21, 33.94",Friday,0,33.94,-84.21,start
5,"-84.21, 33.94",Friday,0,33.94,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
8,"-84.21, 33.93",Friday,0,33.93,-84.21,start
7,"-84.18, 33.92",Friday,0,33.92,-84.18,start
7,"-84.18, 33.92",Friday,0,33.92,-84.18,start
7,"-84.18, 33.92",Friday,0,33.92,-84.18,start
7,"-84.18, 33.92",Friday,0,33.92,-84.18,start
7,"-84.18, 33.92",Friday,0,33.92,-84.18,start
7,"-84.18, 33.92",Friday,0,33.92,-84.18,start
7,"-84.18, 33.92",Friday,0,33.92,-84.18,start
5,"-84.15, 34.0",Friday,0,34.0,-84.15,start
5,"-84.15, 34.0",Friday,0,34.0,-84.15,start
5,"-84.15, 34.0",Friday,0,34.0,-84.15,start
5,"-84.15, 34.0",Friday,0,34.0,-84.15,start
5,"-84.15, 34.0",Friday,0,34.0,-84.15,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
15,"-84.25, 33.94",Friday,1,33.94,-84.25,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
18,"-84.24, 33.95",Friday,1,33.95,-84.24,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
9,"-84.23, 33.94",Friday,1,33.94,-84.23,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
11,"-84.22, 33.98",Friday,1,33.98,-84.22,start
5,"-84.22, 33.97",Friday,1,33.97,-84.22,start
5,"-84.22, 33.97",Friday,1,33.97,-84.22,start
5,"-84.22, 33.97",Friday,1,33.97,-84.22,start
5,"-84.22, 33.97",Friday,1,33.97,-84.22,start
5,"-84.22, 33.97",Friday,1,33.97,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
10,"-84.22, 33.92",Friday,1,33.92,-84.22,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
8,"-84.21, 33.96",Friday,1,33.96,-84.21,start
5,"-84.21, 33.93",Friday,1,33.93,-84.21,start
5,"-84.21, 33.93",Friday,1,33.93,-84.21,start
5,"-84.21, 33.93",Friday,1,33.93,-84.21,start
5,"-84.21, 33.93",Friday,1,33.93,-84.21,start
5,"-84.21, 33.93",Friday,1,33.93,-84.21,start
6,"-84.21, 33.91",Friday,1,33.91,-84.21,start
6,"-84.21, 33.91",Friday,1,33.91,-84.21,start
6,"-84.21, 33.91",Friday,1,33.91,-84.21,start
6,"-84.21, 33.91",Friday,1,33.91,-84.21,start
6,"-84.21, 33.91",Friday,1,33.91,-84.21,start
6,"-84.21, 33.91",Friday,1,33.91,-84.21,start
6,"-84.18, 33.96",Friday,1,33.96,-84.18,start
6,"-84.18, 33.96",Friday,1,33.96,-84.18,start
6,"-84.18, 33.96",Friday,1,33.96,-84.18,start
6,"-84.18, 33.96",Friday,1,33.96,-84.18,start
6,"-84.18, 33.96",Friday,1,33.96,-84.18,start
6,"-84.18, 33.96",Friday,1,33.96,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
10,"-84.18, 33.92",Friday,1,33.92,-84.18,start
5,"-84.17, 33.91",Friday,1,33.91,-84.17,start
5,"-84.17, 33.91",Friday,1,33.91,-84.17,start
5,"-84.17, 33.91",Friday,1,33.91,-84.17,start
5,"-84.17, 33.91",Friday,1,33.91,-84.17,start
5,"-84.17, 33.91",Friday,1,33.91,-84.17,start
5,"-84.16, 33.97",Friday,1,33.97,-84.16,start
5,"-84.16, 33.97",Friday,1,33.97,-84.16,start
5,"-84.16, 33.97",Friday,1,33.97,-84.16,start
5,"-84.16, 33.97",Friday,1,33.97,-84.16,start
5,"-84.16, 33.97",Friday,1,33.97,-84.16,start
5,"-84.29, 33.9",Friday,2,33.9,-84.29,start
5,"-84.29, 33.9",Friday,2,33.9,-84.29,start
5,"-84.29, 33.9",Friday,2,33.9,-84.29,start
5,"-84.29, 33.9",Friday,2,33.9,-84.29,start
5,"-84.29, 33.9",Friday,2,33.9,-84.29,start
5,"-84.27, 33.93",Friday,2,33.93,-84.27,start
5,"-84.27, 33.93",Friday,2,33.93,-84.27,start
5,"-84.27, 33.93",Friday,2,33.93,-84.27,start
5,"-84.27, 33.93",Friday,2,33.93,-84.27,start
5,"-84.27, 33.93",Friday,2,33.93,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
8,"-84.27, 33.92",Friday,2,33.92,-84.27,start
7,"-84.26, 33.96",Friday,2,33.96,-84.26,start
7,"-84.26, 33.96",Friday,2,33.96,-84.26,start
7,"-84.26, 33.96",Friday,2,33.96,-84.26,start
7,"-84.26, 33.96",Friday,2,33.96,-84.26,start
7,"-84.26, 33.96",Friday,2,33.96,-84.26,start
7,"-84.26, 33.96",Friday,2,33.96,-84.26,start
7,"-84.26, 33.96",Friday,2,33.96,-84.26,start
5,"-84.26, 33.95",Friday,2,33.95,-84.26,start
5,"-84.26, 33.95",Friday,2,33.95,-84.26,start
5,"-84.26, 33.95",Friday,2,33.95,-84.26,start
5,"-84.26, 33.95",Friday,2,33.95,-84.26,start
5,"-84.26, 33.95",Friday,2,33.95,-84.26,start
5,"-84.25, 33.95",Friday,2,33.95,-84.25,start
5,"-84.25, 33.95",Friday,2,33.95,-84.25,start
5,"-84.25, 33.95",Friday,2,33.95,-84.25,start
5,"-84.25, 33.95",Friday,2,33.95,-84.25,start
5,"-84.25, 33.95",Friday,2,33.95,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
12,"-84.25, 33.94",Friday,2,33.94,-84.25,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
9,"-84.24, 33.95",Friday,2,33.95,-84.24,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
23,"-84.22, 33.98",Friday,2,33.98,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
21,"-84.22, 33.97",Friday,2,33.97,-84.22,start
6,"-84.22, 33.93",Friday,2,33.93,-84.22,start
6,"-84.22, 33.93",Friday,2,33.93,-84.22,start
6,"-84.22, 33.93",Friday,2,33.93,-84.22,start
6,"-84.22, 33.93",Friday,2,33.93,-84.22,start
6,"-84.22, 33.93",Friday,2,33.93,-84.22,start
6,"-84.22, 33.93",Friday,2,33.93,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.22, 33.92",Friday,2,33.92,-84.22,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.94",Friday,2,33.94,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
8,"-84.21, 33.91",Friday,2,33.91,-84.21,start
7,"-84.14, 33.95",Friday,2,33.95,-84.14,start
7,"-84.14, 33.95",Friday,2,33.95,-84.14,start
7,"-84.14, 33.95",Friday,2,33.95,-84.14,start
7,"-84.14, 33.95",Friday,2,33.95,-84.14,start
7,"-84.14, 33.95",Friday,2,33.95,-84.14,start
7,"-84.14, 33.95",Friday,2,33.95,-84.14,start
7,"-84.14, 33.95",Friday,2,33.95,-84.14,start
5,"-84.28, 33.9",Friday,3,33.9,-84.28,start
5,"-84.28, 33.9",Friday,3,33.9,-84.28,start
5,"-84.28, 33.9",Friday,3,33.9,-84.28,start
5,"-84.28, 33.9",Friday,3,33.9,-84.28,start
5,"-84.28, 33.9",Friday,3,33.9,-84.28,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
10,"-84.25, 33.95",Friday,3,33.95,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
12,"-84.25, 33.94",Friday,3,33.94,-84.25,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
18,"-84.24, 33.95",Friday,3,33.95,-84.24,start
5,"-84.23, 33.91",Friday,3,33.91,-84.23,start
5,"-84.23, 33.91",Friday,3,33.91,-84.23,start
5,"-84.23, 33.91",Friday,3,33.91,-84.23,start
5,"-84.23, 33.91",Friday,3,33.91,-84.23,start
5,"-84.23, 33.91",Friday,3,33.91,-84.23,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
9,"-84.22, 33.97",Friday,3,33.97,-84.22,start
6,"-84.22, 33.92",Friday,3,33.92,-84.22,start
6,"-84.22, 33.92",Friday,3,33.92,-84.22,start
6,"-84.22, 33.92",Friday,3,33.92,-84.22,start
6,"-84.22, 33.92",Friday,3,33.92,-84.22,start
6,"-84.22, 33.92",Friday,3,33.92,-84.22,start
6,"-84.22, 33.92",Friday,3,33.92,-84.22,start
6,"-84.21, 33.96",Friday,3,33.96,-84.21,start
6,"-84.21, 33.96",Friday,3,33.96,-84.21,start
6,"-84.21, 33.96",Friday,3,33.96,-84.21,start
6,"-84.21, 33.96",Friday,3,33.96,-84.21,start
6,"-84.21, 33.96",Friday,3,33.96,-84.21,start
6,"-84.21, 33.96",Friday,3,33.96,-84.21,start
7,"-84.13, 33.96",Friday,3,33.96,-84.13,start
7,"-84.13, 33.96",Friday,3,33.96,-84.13,start
7,"-84.13, 33.96",Friday,3,33.96,-84.13,start
7,"-84.13, 33.96",Friday,3,33.96,-84.13,start
7,"-84.13, 33.96",Friday,3,33.96,-84.13,start
7,"-84.13, 33.96",Friday,3,33.96,-84.13,start
7,"-84.13, 33.96",Friday,3,33.96,-84.13,start
9,"-84.26, 33.96",Friday,4,33.96,-84.26,start
9,"-84.26, 33.96",Friday,4,33.96,-84.26,start
